,Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Value
169,Angola,Africa,2002,114.5,191.5,350.8275,2.08,67,64,21.9,22,41,1.39,2031,17.52,1.5,1.5,4.4,0,1,47.7,24.01454
170,Jamaica,Central America and Caribbean,2003,17.6,20.7,162.465,3.43,98,95,25.9,99,96,0.83,5083,2.71,1.9,1.8,7.8,0,1,74.1,35.637733
171,Zambia,Africa,2005,61.9,106.2,521.085,2.41,82,39,21.8,84,82,7.69,918,11.86,7.1,7.0,6.3,0,1,48.5,22.867645
172,Kyrgyz Republic,Asia,2002,38.8,45.2,223.718,5.84,99,65,24.9,99,98,0.04,742,4.99,3.5,3.5,10.0,0,1,68.2,84.64407
173,Zimbabwe,Africa,2000,51.9,95.5,687.993,1.89,79,64,23.3,78,78,12.86,1697,11.88,11.0,11.2,6.5,0,1,44.6,49.99609
174,China,Asia,2003,23.4,28.8,105.496,2.89,75,89,22.6,87,86,0.1,2797,1288.4,5.3,4.7,6.7,0,1,72.4,139.5723
175,Nepal,Asia,2015,29.2,35.5,154.604,0.24,91,65,22.4,90,91,0.17,902,27.02,15.7,16.1,4.7,0,1,69.5,75.40477
176,Chad,Africa,2004,93.9,170.4,407.207,0.42,27,64,21.2,31,21,1.04,598,9.73,1.7,1.6,1.4,0,1,48.3,17.943602
177,Afghanistan,Asia,2014,55.2,73.6,231.978,0.01,62,44,23.2,62,62,0.03,565,33.37,17.5,17.5,3.5,0,1,63.0,23.485535
178,Cuba,Central America and Caribbean,2001,6.8,8.5,109.7575,4.05,98,77,24.6,99,98,0.12,4222,11.16,3.6,3.4,9.7,0,1,76.9,103.27976
179,Tanzania,Africa,2014,41.9,59.9,255.4665,7.43,97,64,23.1,97,97,2.12,920,49.96,6.8,6.6,5.6,0,1,62.3,19.558771
180,Ecuador,South America,2013,14.3,16.6,127.577,3.78,87,70,26.9,87,87,0.16,6084,15.71,1.3,1.1,8.3,0,1,75.7,17.868446
181,Djibouti,Africa,2011,60.9,74.4,265.328,0.39,87,82,23.9,87,87,0.39,1452,0.85,5.6,5.5,4.0,0,1,60.7,31.538876
182,Slovenia,European Union,2003,3.9,4.7,117.617,11.55,88,98,25.6,95,95,0.03,17803,2.0,2.0,2.1,11.5,1,0,76.9,105.02035
183,Grenada,Central America and Caribbean,2004,12.5,14.7,168.877,8.68,83,61,25.8,84,83,0.4,7578,0.1,4.0,4.0,7.7,0,1,73.1,34.38337
184,"Congo, Dem. Rep.",Africa,2015,73.0,95.9,260.0235,4.47,81,64,21.9,78,81,0.35,497,76.24,9.5,9.3,6.4,0,1,59.3,12.519578
185,Cuba,Central America and Caribbean,2002,6.5,8.2,108.1925,4.1,98,71,24.7,98,99,0.13,4269,11.2,3.5,3.3,9.5,0,1,77.1,99.23143
186,Maldives,Asia,2013,9.7,11.3,72.3455,1.16,99,99,25.0,99,99,0.17,8955,0.42,13.7,13.8,5.7,0,1,77.0,33.188423
187,Cote d'Ivoire,Africa,2004,87.5,129.5,453.5475,0.85,67,64,23.0,76,67,2.65,1583,17.97,7.3,7.3,3.6,0,1,49.8,20.589321
188,Nigeria,Africa,2001,106.8,177.3,408.9835,11.17,29,64,22.4,36,27,1.29,1499,125.39,14.1,14.1,5.2,0,1,46.5,8.535758
189,Nicaragua,Central America and Caribbean,2008,22.0,26.1,166.1845,3.59,97,83,26.5,97,97,0.12,1709,5.67,1.9,1.8,5.8,0,1,71.9,14.616435
190,Grenada,Central America and Caribbean,2006,12.5,14.6,163.5385,9.26,91,87,26.0,91,91,0.4,8195,0.1,3.9,3.9,7.9,0,1,73.1,32.467648
191,Iraq,Middle East,2007,31.1,38.1,187.6105,0.15,56,64,27.7,74,57,0.13,3627,27.91,5.4,5.1,6.1,0,1,68.1,46.504948
192,Myanmar,Asia,2007,54.1,71.8,219.9305,0.75,85,66,21.8,84,86,0.42,682,49.62,13.2,13.5,3.8,0,1,62.3,102.6294
193,Panama,Central America and Caribbean,2007,18.5,21.7,125.1955,5.46,85,83,26.2,84,85,0.4,9169,3.45,2.1,2.0,9.2,0,1,76.2,21.050325
194,Bahrain,Middle East,2011,7.0,8.2,70.3255,1.66,99,98,25.0,99,99,0.05,20774,1.28,6.1,6.0,8.6,0,1,76.2,25.271423
195,Djibouti,Africa,2001,78.2,98.6,321.3015,1.33,88,82,23.6,49,53,2.19,781,0.73,6.3,6.1,3.3,0,1,57.1,31.674496
196,Japan,Asia,2004,2.8,3.9,68.9285,7.69,83,87,22.6,97,99,0.17,32515,127.76,1.7,1.4,11.1,1,0,82.0,106.15739
197,Namibia,Africa,2004,42.7,74.4,496.836,1.89,83,64,23.3,81,81,9.29,3647,1.91,13.7,13.7,5.9,0,1,50.6,51.7421
198,Cabo Verde,Africa,2001,28.4,34.4,149.3995,3.86,66,96,23.4,91,90,0.39,1983,0.44,9.4,9.3,3.7,0,1,69.1,14.315734
199,Uganda,Africa,2003,74.7,123.5,485.3535,11.37,44,64,21.4,57,59,4.15,573,25.98,6.7,6.7,4.3,0,1,49.4,16.497616
200,Kazakhstan,Asia,2007,23.8,26.8,267.527,3.99,94,99,25.9,94,93,0.09,8438,15.48,2.4,2.5,11.6,0,1,66.3,112.75962
201,St. Lucia,Central America and Caribbean,2012,18.1,20.4,141.425,9.62,98,83,29.1,98,98,0.4,10531,0.18,4.3,4.3,8.4,0,1,75.1,29.183256
202,Cabo Verde,Africa,2000,31.1,38.1,157.104,3.49,66,96,23.3,90,90,0.39,1974,0.43,9.6,9.5,3.5,0,1,68.6,14.63567
203,Germany,European Union,2008,3.6,4.4,79.5175,11.37,87,92,26.2,95,96,0.08,38278,82.11,1.1,1.1,13.7,1,0,79.7,119.54819
204,Belarus,Rest of Europe,2015,3.1,4.1,163.872,9.79,99,99,26.6,99,99,0.22,5967,9.46,1.9,2.0,12.2,0,1,73.6,172.83662
205,Honduras,Central America and Caribbean,2010,19.8,23.3,153.912,2.69,97,83,26.1,97,97,0.08,2121,8.32,2.3,2.2,5.4,0,1,73.3,27.31704
206,Senegal,Africa,2005,53.2,91.8,237.7735,0.34,84,33,22.5,84,84,0.49,1134,11.09,11.4,11.3,2.4,0,1,60.6,14.333555
207,Cameroon,Africa,2007,74.6,121.0,371.415,5.22,82,64,23.8,81,82,2.43,1249,18.73,6.6,6.6,5.2,0,1,53.7,16.011143
208,Philippines,Asia,2012,24.2,30.9,204.619,4.96,88,42,22.9,88,88,0.06,2611,97.21,1.0,9.7,9.1,0,1,70.1,65.53747
209,Maldives,Asia,2009,12.8,14.9,77.1955,1.41,98,96,24.4,98,98,0.17,8222,0.35,14.1,14.2,4.7,0,1,75.5,36.298683
210,Nicaragua,Central America and Caribbean,2006,23.9,28.5,173.308,3.64,88,83,26.4,88,88,0.13,1616,5.51,2.0,1.9,5.6,0,1,71.4,13.3032055
211,Mongolia,Asia,2003,38.9,49.1,260.269,1.67,98,98,24.6,98,98,0.02,1784,2.47,2.4,2.5,8.4,0,1,64.2,72.75592
212,Iraq,Middle East,2001,34.9,43.5,165.8675,0.19,66,52,27.1,80,78,0.13,4284,24.21,5.6,5.3,5.2,0,1,69.0,47.911224
213,Haiti,Central America and Caribbean,2011,57.6,77.4,257.386,2.36,60,83,24.7,67,68,0.83,1343,10.1,4.0,4.0,4.8,0,1,60.9,17.544283
214,Uruguay,South America,2013,8.3,9.7,107.92,6.42,94,92,27.0,94,94,0.26,15168,3.39,1.5,1.4,8.5,0,1,77.1,99.877266
215,Azerbaijan,Asia,2007,39.1,45.5,141.6765,0.95,62,75,26.1,81,79,0.15,4327,8.58,2.8,2.9,10.2,0,1,69.8,94.79928
216,Pakistan,Asia,2002,80.9,102.4,185.0715,0.014,64,33,22.7,64,68,0.13,1040,149.55,21.8,22.2,3.8,0,1,63.3,67.94787
217,Singapore,Asia,2000,3.0,3.9,80.151,2.02,97,98,23.4,98,98,0.14,34891,4.03,2.1,2.0,8.9,0,1,78.0,41.163174
218,Angola,Africa,2015,57.7,88.1,242.9655,6.53,64,64,23.2,62,64,0.89,3128,27.88,8.3,8.2,5.0,0,1,59.4,20.798594
219,Azerbaijan,Asia,2004,47.0,55.6,155.0385,0.63,50,67,25.9,78,77,0.2,2078,8.31,3.0,3.0,10.6,0,1,68.2,92.992805
220,Solomon Islands,Oceania,2014,19.9,23.4,151.628,0.95,88,65,26.1,78,88,0.17,2195,0.59,1.1,1.2,5.3,0,1,71.9,79.98733
221,Ukraine,Rest of Europe,2015,8.1,9.5,202.8,6.04,22,57,26.5,51,23,0.23,2125,45.15,2.3,2.4,11.3,0,1,71.2,154.42982
222,Senegal,Africa,2006,50.6,85.2,233.387,0.37,89,33,22.5,89,89,0.42,1130,11.38,11.2,11.1,2.4,0,1,61.4,13.796866
223,Bhutan,Asia,2012,31.0,38.0,220.149,0.32,97,90,23.5,97,97,0.14,2479,0.7,16.1,16.7,2.5,0,1,69.3,28.140385
224,Azerbaijan,Asia,2012,28.5,32.5,132.0885,0.52,88,95,26.6,92,89,0.07,5195,9.3,2.8,2.8,10.7,0,1,71.5,98.08252
225,Serbia,Rest of Europe,2003,9.1,10.5,147.6935,9.1,82,96,25.4,89,89,0.01,3808,7.48,2.7,2.7,9.9,0,1,72.4,209.62474
226,Niger,Africa,2009,64.8,130.3,270.291,0.1,71,64,21.5,71,71,0.12,424,15.84,11.0,1.8,1.4,0,1,56.6,5.1358404
227,Haiti,Central America and Caribbean,2010,102.6,203.6,262.206,2.28,60,83,24.6,66,66,0.9,1297,9.95,4.0,4.0,4.7,0,1,60.5,17.468052
228,Slovak Republic,European Union,2006,6.6,7.9,136.22,10.89,99,97,25.8,99,99,0.01,12396,5.37,1.4,1.5,10.9,1,0,74.2,116.340935
229,"Bahamas, The",Central America and Caribbean,2007,14.1,16.5,174.6025,9.92,93,83,27.3,95,95,0.57,35697,0.34,2.5,2.5,10.9,0,1,72.0,25.48737
230,Finland,European Union,2005,3.1,3.7,99.9665,9.95,88,92,25.9,97,97,0.08,42531,5.25,0.9,0.8,12.0,1,0,78.8,86.41161
231,Denmark,European Union,2004,4.3,5.2,95.0035,11.26,88,88,25.1,95,95,0.04,50792,5.4,1.2,1.0,12.8,1,0,77.5,217.25671
232,Tunisia,Africa,2010,15.8,18.4,98.3545,1.26,98,98,25.9,98,98,0.04,3955,10.64,6.3,6.3,6.7,0,1,75.0,70.54324
233,Thailand,Asia,2007,13.4,15.6,168.9115,6.12,96,94,23.5,98,98,0.3,4827,66.18,8.6,8.8,7.1,0,1,72.9,71.25938
234,France,European Union,2009,3.1,4.3,86.8955,12.66,51,67,25.0,98,98,0.1,35131,64.71,0.6,0.6,10.8,1,0,81.4,90.32643
235,Samoa,Oceania,2013,16.2,18.9,117.105,1.84,60,74,31.8,81,67,0.17,3961,0.19,0.2,0.1,10.3,0,1,72.4,71.24071
236,Nepal,Asia,2005,45.9,59.4,203.6355,0.22,41,65,21.2,78,75,0.17,616,25.74,17.6,18.2,2.8,0,1,65.3,68.92118
237,Panama,Central America and Caribbean,2013,15.5,18.1,117.765,6.21,80,68,26.7,81,80,0.4,12695,3.84,1.9,1.9,9.7,0,1,77.4,20.587101
238,Ireland,European Union,2011,3.5,4.1,68.994,11.49,95,86,27.2,95,95,0.07,46221,4.58,0.3,0.2,10.9,1,0,80.7,91.1688
239,"Yemen, Rep.",Middle East,2001,65.8,90.3,251.422,0.08,19,95,22.4,73,73,0.02,2404,17.92,14.0,14.0,1.3,0,1,61.2,40.736565
240,Germany,European Union,2007,3.7,4.5,80.746,11.51,86,92,26.2,95,96,0.08,37842,82.27,1.1,1.1,13.7,1,0,79.5,119.35169
241,Tajikistan,Asia,2010,36.9,42.7,143.711,0.68,93,95,25.2,95,93,0.23,783,7.53,3.7,3.8,10.9,0,1,68.7,35.200584
242,Nicaragua,Central America and Caribbean,2005,24.9,29.9,177.622,3.65,86,83,26.3,87,86,0.13,1573,5.44,2.0,1.9,5.5,0,1,71.2,14.223512
243,Costa Rica,Central America and Caribbean,2015,7.7,9.1,85.6715,3.19,92,90,27.3,92,92,0.19,11643,4.85,1.7,1.7,8.8,0,1,79.6,28.065266
244,Chad,Africa,2002,96.8,177.1,413.041,0.4,27,64,21.1,31,25,1.21,421,9.02,11.1,11.0,1.4,0,1,47.9,18.887077
245,Libya,Africa,2011,14.9,19.4,136.8525,0.01,98,97,27.7,98,98,0.09,6670,6.25,5.6,5.4,7.3,0,1,72.0,40.273666
246,Norway,Rest of Europe,2004,3.4,4.2,74.4275,6.22,88,90,26.0,92,92,0.02,71655,4.59,0.8,0.7,12.7,1,0,79.8,110.620514
247,France,European Union,2011,3.1,4.2,82.572,12.35,74,67,25.1,99,99,0.1,36246,65.34,0.6,0.6,10.9,1,0,82.1,88.10008
248,Honduras,Central America and Caribbean,2007,22.4,26.7,158.902,2.94,93,83,25.7,94,94,0.11,2141,7.81,2.4,2.3,5.0,0,1,72.5,24.767735
249,Iraq,Middle East,2006,31.8,39.1,183.716,0.035,59,52,27.6,63,59,0.13,3620,27.45,5.4,5.1,5.9,0,1,68.2,45.492664
250,St. Lucia,Central America and Caribbean,2008,16.6,19.0,148.7125,12.05,96,83,28.4,96,96,0.4,10528,0.17,4.3,4.4,7.8,0,1,74.6,31.340452
251,Paraguay,South America,2009,22.6,26.9,153.271,6.06,85,77,25.9,82,85,0.15,4350,6.16,2.1,2.0,7.0,0,1,72.5,46.230923
252,Sweden,European Union,2009,2.6,3.1,60.608,7.31,59,95,25.7,98,98,0.08,46043,9.3,1.3,1.3,12.2,1,0,81.4,107.923676
253,Bulgaria,European Union,2002,13.2,15.9,156.0455,10.8,88,79,25.4,94,93,0.02,4260,7.84,2.4,2.4,10.0,1,0,71.9,215.26428
254,Slovenia,European Union,2004,3.7,4.4,111.937,10.01,88,99,25.6,94,94,0.03,18568,2.0,2.0,2.0,12.0,1,0,77.2,101.7402
255,Montenegro,Rest of Europe,2011,5.1,6.1,110.706,9.02,91,97,26.1,95,95,0.03,6169,0.62,1.9,2.0,11.1,0,1,76.0,187.33899
256,Madagascar,Africa,2006,53.9,81.3,261.1205,0.59,82,64,20.9,83,85,0.08,482,18.88,8.0,7.9,5.7,0,1,61.7,14.451136
257,Zimbabwe,Africa,2011,50.8,80.8,466.265,3.91,94,64,23.7,93,93,6.05,1249,12.89,6.8,6.7,7.3,0,1,52.9,54.066265
258,Romania,European Union,2011,10.0,11.8,139.7255,9.58,96,91,26.2,89,89,0.04,7810,20.15,2.9,3.1,10.8,1,0,74.4,130.8401
259,Senegal,Africa,2013,37.6,55.4,197.0095,0.19,92,33,22.9,89,92,0.12,1141,13.78,9.9,9.7,2.8,0,1,65.9,12.80186
260,Netherlands,European Union,2005,4.4,5.3,72.132,9.5,88,93,25.3,96,96,0.06,42202,16.32,1.0,1.0,11.6,1,0,79.3,140.59933
261,Romania,European Union,2002,17.0,20.1,171.852,13.15,99,97,25.0,98,98,0.05,5225,21.73,3.7,4.1,9.6,1,0,71.0,155.32744
262,Estonia,European Union,2005,5.7,7.2,186.7535,16.58,95,98,25.8,96,96,0.08,14631,1.35,2.1,2.2,12.1,1,0,72.6,156.97446
263,Liberia,Africa,2000,127.9,189.7,316.589,4.47,58,64,23.0,56,46,3.5,776,2.85,9.2,9.2,3.5,0,1,51.7,13.597436
264,Ethiopia,Africa,2012,49.5,73.5,239.3415,0.54,69,64,20.4,70,69,0.28,518,92.73,1.7,1.5,2.4,0,1,63.3,5.8712015
265,Brunei Darussalam,Asia,2008,7.7,9.5,91.9455,0.65,96,90,26.2,97,98,0.1,33981,0.38,6.1,5.6,8.7,0,1,74.5,34.1534
266,Benin,Africa,2008,72.2,113.7,259.34,1.38,75,83,22.9,77,75,0.65,1001,8.7,8.1,8.0,2.8,0,1,58.7,8.945134
267,Germany,European Union,2011,3.4,4.1,75.779,11.33,88,93,26.4,94,95,0.03,39977,80.27,1.1,1.1,13.9,1,0,80.4,117.89644
268,Latvia,European Union,2012,5.6,6.6,165.2735,10.2,90,92,26.4,91,91,0.24,12410,2.03,2.2,2.2,12.6,1,0,73.8,145.01082
269,"Congo, Dem. Rep.",Africa,2005,95.2,136.1,311.914,2.28,69,64,21.1,60,60,0.78,364,54.79,11.5,11.3,4.3,0,1,53.7,12.759306
270,Israel,Middle East,2015,3.2,3.9,56.337,2.74,96,97,27.2,95,95,0.08,35808,8.38,1.2,1.1,13.0,1,0,82.1,44.325577
271,Seychelles,Africa,2002,11.8,13.7,175.73,8.13,99,99,25.6,99,99,3.5,10714,0.08,6.1,6.6,7.6,0,1,71.1,77.41459
272,"Yemen, Rep.",Middle East,2005,54.8,73.0,246.5985,0.038,80,95,22.8,80,79,0.02,2536,20.11,13.9,13.8,1.9,0,1,63.5,38.88375
273,New Zealand,Oceania,2015,4.6,5.5,67.0,8.68,92,87,28.0,92,92,0.03,38631,4.61,0.4,0.3,12.4,1,0,81.5,68.262955
274,Comoros,Africa,2003,71.7,99.6,267.1495,0.26,71,64,23.1,80,80,0.02,1183,0.58,7.6,7.6,3.0,0,1,59.7,23.739012
275,New Zealand,Oceania,2012,4.9,5.9,67.5135,9.17,93,85,27.8,93,93,0.03,36521,4.41,0.3,0.3,12.1,1,0,81.2,68.56413
276,Croatia,European Union,2009,4.9,5.7,103.109,11.11,97,98,26.6,96,96,0.02,11871,4.31,1.7,1.6,10.6,1,0,76.2,187.0915
277,Turkiye,Middle East,2004,23.6,28.2,131.274,1.48,77,65,27.0,85,85,0.08,7195,67.01,5.1,4.9,5.9,0,1,72.0,74.536644
278,Nepal,Asia,2011,35.0,43.6,172.406,0.25,92,65,21.9,92,92,0.17,754,27.04,16.5,16.9,3.3,0,1,68.0,72.17245
279,Azerbaijan,Asia,2001,57.2,69.3,166.736,0.5,50,65,25.6,77,77,0.16,1615,8.11,3.1,3.1,10.6,0,1,67.1,85.13092
280,France,European Union,2000,4.1,5.4,99.7875,13.92,26,65,24.8,98,97,0.11,33597,60.91,0.7,0.6,9.8,1,0,79.1,101.27934
281,Germany,European Union,2014,3.3,4.0,70.358,11.07,88,93,26.5,93,95,0.03,40851,80.98,1.1,1.1,14.0,1,0,81.1,117.48196
282,Croatia,European Union,2003,6.3,7.3,117.911,12.99,96,98,25.9,95,94,0.02,10510,4.3,1.9,1.9,9.8,1,0,74.6,186.89209
283,Kyrgyz Republic,Asia,2006,32.7,37.5,221.7345,6.78,90,65,25.4,93,92,0.13,837,5.22,3.3,3.4,10.2,0,1,67.7,89.853096
284,Vanuatu,Oceania,2006,23.8,28.4,157.5085,1.0,59,65,25.8,67,68,0.17,2776,0.21,1.6,1.5,6.5,0,1,68.5,54.212288
285,Tonga,Oceania,2014,10.8,12.5,135.663,0.28,98,92,32.1,98,80,0.17,4276,0.1,0.1,0.1,11.1,0,1,70.4,81.47378
286,Sweden,European Union,2013,2.4,2.9,55.5025,7.32,67,95,25.9,98,98,0.08,49049,9.6,1.4,1.3,12.2,1,0,82.0,99.69652
287,Mauritania,Africa,2001,68.9,112.1,228.7,0.012,61,64,23.8,75,75,0.47,1252,2.7,1.7,1.5,3.0,0,1,60.8,13.6563
288,Nicaragua,Central America and Caribbean,2010,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6.0,0,1,72.4,14.248889
289,Tanzania,Africa,2008,51.0,79.6,345.9945,4.96,86,64,22.7,89,86,2.76,765,41.85,7.3,7.3,5.0,0,1,56.8,22.48063
290,Latvia,European Union,2007,7.7,9.3,220.941,12.12,91,98,26.1,94,94,0.18,13186,2.2,2.4,2.4,12.3,1,0,71.0,173.34435
291,"Congo, Rep.",Africa,2004,60.7,93.3,390.9155,0.9,71,64,22.4,67,67,2.14,2080,3.51,9.0,8.6,5.8,0,1,54.7,21.185396
292,Seychelles,Africa,2006,11.9,13.8,162.877,6.43,99,99,25.9,99,99,3.5,11562,0.08,5.9,6.3,7.8,0,1,72.2,79.32471
293,Rwanda,Africa,2007,54.4,84.4,285.3095,7.84,97,87,21.5,98,97,1.44,512,9.27,6.8,6.7,3.1,0,1,58.9,30.363705
294,Bosnia and Herzegovina,Rest of Europe,2001,8.4,9.6,118.2535,4.11,92,86,24.8,92,91,0.08,2913,3.76,3.2,3.2,7.1,0,1,74.6,157.13832
295,Italy,European Union,2009,3.4,4.1,59.186,7.25,96,83,25.7,96,96,0.08,31615,59.1,0.5,0.5,9.6,1,0,81.6,108.82437
296,Sao Tome and Principe,Central America and Caribbean,2013,22.0,27.7,194.199,5.4,97,71,24.6,97,97,0.16,1486,0.19,5.7,5.5,5.2,0,1,68.7,11.831394
297,India,Asia,2010,45.1,58.2,191.5935,2.73,38,38,21.4,76,79,0.1,1244,1234.28,27.0,27.8,5.4,0,1,66.7,58.473377
298,Guinea-Bissau,Africa,2003,95.9,156.8,302.471,3.07,83,64,22.4,65,60,3.09,550,1.28,9.6,9.5,2.3,0,1,51.5,11.7928295
299,Guatemala,Central America and Caribbean,2012,26.5,32.0,170.1225,1.91,96,83,26.2,94,96,0.04,3732,14.78,1.2,1.2,4.6,0,1,72.2,13.880827
300,Cyprus,European Union,2006,3.6,4.2,62.643,11.48,93,90,26.6,97,97,0.04,26394,1.05,0.9,1.0,10.9,1,0,78.8,89.61433
301,Germany,European Union,2009,3.5,4.3,78.907,11.23,88,93,26.3,95,96,0.08,36190,81.9,1.1,1.1,13.8,1,0,79.8,120.31389
302,Chad,Africa,2015,75.7,128.7,363.167,0.66,46,64,21.9,52,46,0.42,776,14.11,8.5,8.4,2.3,0,1,53.1,12.464196
303,"Venezuela, RB",South America,2008,14.7,17.2,150.294,8.41,53,83,26.5,76,50,0.4,11433,27.64,1.6,1.5,8.2,0,1,73.1,32.074688
304,Ireland,European Union,2013,3.3,3.9,64.5655,10.51,95,86,27.3,96,96,0.07,46339,4.62,0.3,0.2,11.8,1,0,80.9,87.42571
305,Solomon Islands,Oceania,2015,19.3,22.7,148.087,1.01,98,65,26.2,85,98,0.17,2167,0.6,1.1,1.2,5.4,0,1,72.2,80.57637
306,Argentina,South America,2002,16.4,18.3,136.066,7.81,66,83,26.3,94,93,0.15,8943,37.68,1.2,1.0,9.2,0,1,73.9,81.183624
307,Spain,European Union,2006,3.7,4.5,73.3,11.86,97,94,26.2,98,98,0.09,26763,44.4,0.6,0.5,9.0,1,0,80.8,113.76167
308,Gabon,Africa,2011,40.4,59.3,266.645,8.01,75,64,24.8,75,75,1.73,7086,1.68,6.4,6.3,7.7,0,1,62.2,21.21378
309,Montenegro,Rest of Europe,2014,3.7,4.4,102.857,8.55,87,95,26.4,91,91,0.03,6307,0.62,1.8,1.9,11.3,0,1,76.4,184.27367
310,Serbia,Rest of Europe,2013,5.9,6.9,119.055,7.94,91,82,25.9,97,95,0.02,5525,7.16,2.1,2.1,10.4,0,1,75.2,180.74442
311,Portugal,European Union,2013,3.0,3.7,78.8295,9.52,98,96,25.7,98,98,0.14,18585,10.46,0.7,0.5,8.6,1,0,80.7,71.655556
312,Somalia,Africa,2000,104.4,172.7,355.929,0.0,42,64,22.1,37,33,0.13,174,8.87,8.0,7.9,2.1,0,1,50.9,26.056145
313,"Gambia, The",Africa,2006,51.5,87.6,285.0805,3.25,95,64,22.9,94,95,1.39,686,1.59,9.0,8.9,2.5,0,1,58.3,21.792957
314,Niger,Africa,2012,57.0,108.2,261.2055,0.15,71,64,21.6,71,71,0.07,464,17.8,1.3,1.1,1.6,0,1,58.8,5.0198236
315,Cambodia,Asia,2007,46.2,55.4,206.6325,1.29,82,48,21.3,82,82,0.25,825,13.68,11.3,11.5,3.7,0,1,64.7,80.0519
316,Kiribati,Oceania,2006,49.7,65.1,212.398,0.69,88,35,29.3,86,86,0.17,1497,0.09,0.2,0.1,7.4,0,1,64.7,139.24829
317,Equatorial Guinea,Africa,2003,99.0,142.8,332.349,7.87,46,64,22.9,47,37,3.69,8745,0.69,1.2,1.1,5.4,0,1,54.1,13.080273
318,Israel,Middle East,2009,3.8,4.7,61.931,2.67,98,92,26.9,96,96,0.08,31323,7.49,1.2,1.1,12.6,1,0,81.4,48.653374
319,Kuwait,Middle East,2002,10.3,12.0,87.276,0.011,99,84,28.4,99,99,0.13,29591,2.14,3.2,3.0,6.1,0,1,73.3,29.520256
320,St. Vincent and the Grenadines,Central America and Caribbean,2004,19.0,21.6,176.2405,5.77,99,83,25.9,99,99,0.4,6313,0.11,3.8,3.7,7.8,0,1,71.2,26.313936
321,Zambia,Africa,2001,85.3,146.9,598.586,2.8,81,39,21.6,86,85,9.38,794,10.69,7.4,7.4,6.0,0,1,44.6,27.08542
322,St. Vincent and the Grenadines,Central America and Caribbean,2009,18.2,20.4,163.6655,6.98,99,83,26.5,99,99,0.4,7098,0.11,3.6,3.5,8.2,0,1,71.7,27.660769
323,Dominican Republic,Central America and Caribbean,2013,28.8,35.0,164.4115,5.41,80,83,26.2,82,83,0.43,6187,10.05,3.3,3.2,7.6,0,1,72.8,33.179096
324,Dominican Republic,Central America and Caribbean,2013,28.8,35.0,164.4115,5.41,80,83,26.2,82,83,0.43,6187,10.05,3.3,3.2,7.6,0,1,72.8,53.394375
325,Jamaica,Central America and Caribbean,2014,13.8,16.0,133.3495,3.2,92,72,27.5,93,92,0.5,4890,2.88,1.8,1.7,9.6,0,1,74.0,37.01503
326,"Iran, Islamic Rep.",Middle East,2008,18.5,21.7,121.2965,0.026,99,65,25.6,99,99,0.12,5260,72.12,7.6,7.8,8.6,0,1,73.0,30.469093
327,Eritrea,Africa,2005,46.1,67.5,336.291,1.18,96,88,20.4,96,96,0.38,762,2.83,9.4,9.5,3.7,0,1,58.7,19.01736
328,Lao PDR,Asia,2010,51.8,68.3,217.0295,6.1,74,65,22.2,76,74,0.17,1586,6.25,9.3,9.5,4.6,0,1,64.3,69.38571
329,Netherlands,European Union,2001,5.0,6.1,81.98,9.82,88,97,25.1,97,97,0.06,41087,16.05,1.1,1.1,11.0,1,0,78.2,149.64995
330,Bangladesh,Asia,2011,37.2,46.7,139.3125,0.0,96,71,21.2,96,96,0.01,1024,149.27,18.7,19.2,5.1,0,1,70.3,51.840027
331,Mexico,North America,2002,21.9,26.0,126.16,4.92,97,89,26.9,98,97,0.15,8581,101.68,1.9,1.8,7.0,0,1,74.9,27.703144
332,"Iran, Islamic Rep.",Middle East,2000,29.7,36.2,151.603,0.012,99,65,25.0,99,99,0.08,3923,65.62,7.8,7.9,6.2,0,1,70.2,26.9278
333,Iraq,Middle East,2015,24.8,29.7,162.9175,0.16,56,76,28.6,72,58,0.13,4688,35.57,5.3,5.1,6.6,0,1,69.9,43.25626
334,Lebanon,Middle East,2007,10.4,12.1,73.269,1.59,80,55,26.9,75,80,0.03,7295,4.77,4.7,4.6,7.8,0,1,77.6,96.120026
335,Pakistan,Asia,2006,75.4,94.5,179.458,0.034,78,32,23.1,58,78,0.13,1217,164.02,21.0,21.5,4.4,0,1,64.2,61.66378
336,Guinea-Bissau,Africa,2015,60.0,92.1,270.2885,3.13,87,64,23.4,83,87,1.58,603,1.74,7.1,7.0,2.9,0,1,57.0,13.378927
337,Thailand,Asia,2004,15.5,18.0,184.5775,6.1,96,95,23.2,98,98,0.42,4263,65.0,9.0,9.2,6.8,0,1,71.7,72.89121
338,Guatemala,Central America and Caribbean,2010,28.6,34.8,177.598,2.03,94,83,26.0,94,94,0.08,3606,14.26,1.3,1.3,4.9,0,1,71.5,14.378356
339,Kyrgyz Republic,Asia,2007,31.2,35.7,221.239,6.98,94,65,25.5,94,94,0.17,900,5.27,3.3,3.4,10.3,0,1,67.9,88.84387
